36;B7C8D9;Torre de escalada con rascador;Gatos;Torre de escalada de varios niveles con rascadores. Ideal para gatos activos y curiosos.;5;75.99
37;E1F2G3;Hamaca de pared;Gatos;Hamaca de pared ajustable, fácil de instalar. Proporciona un lugar alto para que el gato observe.;5;45.5
38;H4I5J6;Mueble de almacenamiento con cama para gatos;Gatos;Mueble de almacenamiento con cama superior para gatos. Espacio para guardar juguetes o mantas.;5;89.99
39;K7L8M9;Árbol rascador con plataformas;Gatos;Árbol rascador con varias plataformas y espacios de descanso. Perfecto para varios gatos.;5;99.99
40;N1O2P3;Mueble esquinero con escondite;Gatos;Mueble esquinero con escondite, diseñado para ser discreto y brindar comodidad a gatos tímidos.;5;65.25
41;Q4R5S6;Shampoo hipoalergénico;Perros;Shampoo hipoalergénico para perros de piel sensible, sin parabenos ni sulfatos.;6;12.99
42;T7U8V9;Acondicionador de brillo;Perros;Acondicionador de brillo que deja el pelaje suave y manejable, ideal para perros de pelo largo.;6;10.5
43;W1X2Y3;Spray desenredante;Perros;Spray desenredante que facilita el cepillado y reduce nudos. Sin enjuague.;6;8.75
44;Z4A5B6;Toallitas húmedas;Perros;Toallitas húmedas perfumadas, ideales para limpiezas rápidas entre baños.;6;5.99
45;C7D8E9;Perfume natural;Perros;Perfume natural con aroma suave, ideal para refrescar a tu perro después de paseos.;6;7.49
46;F1G2H3;Talco refrescante;Perros;Talco refrescante para perros, ayuda a controlar malos olores entre baños.;6;6.25
47;I4J5K6;Bálsamo para patas;Perros;Bálsamo para patas de perros que hidrata y protege de superficies ásperas o calientes.;6;9.99
48;L7M8N9;Limpiador de oídos;Perros;Limpiador de oídos para perros, elimina cerumen y ayuda a prevenir infecciones.;6;11.5
49;O1P2Q3;Cepillo de cerdas suaves;Perros;Cepillo de cerdas suaves, ideal para perros con piel sensible y pelaje fino.;6;8.99
50;R4S5T6;Cepillo de goma;Perros;Cepillo de goma, perfecto para eliminar pelo suelto en perros de pelo corto.;6;7.5
51;U7V8W9;Shampoo seco;Gatos;Shampoo seco para gatos, limpia sin necesidad de enjuague. Ideal para gatos que no toleran el agua.;6;13.25
52;X1Y2Z3;Limpiador de ojos;Gatos;Limpiador de ojos para gatos, elimina residuos y ayuda a prevenir manchas.;6;7.99
53;A4B5C6;Desodorante para arena;Gatos;Desodorante para arena, neutraliza olores sin ser tóxico para los gatos.;6;6.5
54;D7E8F9;Espuma limpiadora sin enjuague;Gatos;Espuma limpiadora sin enjuague, limpia y deja un aroma fresco.;6;9.25
55;G1H2I3;Spray relajante de lavanda;Gatos;Spray relajante de lavanda, ayuda a reducir el estrés en gatos durante la limpieza.;6;8.75
56;J4K5L6;Limpiador de patas;Gatos;Limpiador de patas, especialmente formulado para eliminar suciedad de las almohadillas.;6;5.99
57;M7N8O9;Aceite acondicionador de pelaje;Gatos;Aceite acondicionador de pelaje, ayuda a mantener el pelaje suave y brillante.;6;10.99
58;P1Q2R3;Toallitas desinfectantes;Gatos;Toallitas desinfectantes seguras para gatos, ideales para limpiar patas y cuerpo.;6;6.75
59;S4T5U6;Cepillo de cerdas dobles;Gatos;Cepillo de cerdas dobles, para gatos con pelaje largo o corto, elimina pelo suelto.;6;7.5
60;V7W8X9;Cepillo desenredante de acero;Gatos;Cepillo desenredante de acero, ideal para gatos de pelaje denso y largo.;6;8.99
61;Y1Z2A3;Pelota de goma resistente;Perros;Pelota de goma resistente, perfecta para juegos de lanzar y recoger.;7;9.99
62;B4C5D6;Cuerda para morder;Perros;Cuerda de algodón trenzada, ideal para morder y juegos de tira y afloja.;7;7.5
63;E7F8G9;Frisbee flotante;Perros;Frisbee flotante, diseñado para el agua y los juegos al aire libre.;7;12
64;H1I2J3;Hueso de caucho;Perros;Hueso de caucho duradero, ayuda a limpiar los dientes mientras juegan.;7;8.25
65;K4L5M6;Peluche con sonido;Perros;Peluche con sonido, entretenido y suave, ideal para perros pequeños.;7;5.99
66;N7O8P9;Mordedor en forma de donut;Perros;Mordedor en forma de donut, hecho de caucho, perfecto para aliviar el estrés.;7;6.75
67;Q1R2S3;Juguete interactivo con comida;Perros;Juguete interactivo que se puede rellenar con comida, ayuda a reducir el aburrimiento.;7;14.5
68;T4U5V6;Disco de tela resistente;Perros;Disco de tela resistente, ligero y fácil de atrapar.;7;10.99
69;W7X8Y9;Pelota con cuerda;Perros;Pelota con cuerda, para juegos de tirar, lanzar y morder.;7;8.5
70;Z1A2B3;Juguete en forma de neumático;Perros;Juguete en forma de neumático, durable y resistente, ideal para morder.;7;11.25
71;C4D5E6;Ratón de peluche con catnip;Gatos;Ratón de peluche relleno de catnip, ideal para estimular el instinto cazador del gato.;7;4.99
72;F7G8H9;Bola de cascabel;Gatos;Bola de cascabel que rueda fácilmente, atrae la atención del gato con su sonido.;7;3.5
73;I1J2K3;Puntero láser;Gatos;Puntero láser, ideal para mantener a los gatos activos y entretenidos.;7;7.75
74;L4M5N6;Pluma colgante;Gatos;Pluma colgante, perfecto para despertar el instinto de caza.;7;5.99
75;O7P8Q9;Juguete de túnel plegable;Gatos;Juguete de túnel plegable, ideal para esconderse y explorar.;7;12.25
76;R1S2T3;Almohadilla rascadora;Gatos;Almohadilla rascadora, con catnip incorporado para atraer al gato.;7;6.5
77;U4V5W6;Varita con plumas;Gatos;Varita con plumas, ligera y divertida para jugar con el dueño.;7;4.75
78;X7Y8Z9;Pelota interactiva;Gatos;Pelota interactiva que rueda automáticamente, ideal para juegos de persecución.;7;14.5
79;A1B4C7;Ratón eléctrico;Gatos;Ratón eléctrico que se mueve solo, perfecto para entretener al gato.;7;9.99
80;D2E5F8;Juguete en forma de pez;Gatos;Juguete en forma de pez, se mueve al contacto, simulando un pez real.;7;8.99
81;G3H6I9;Croquetas de pollo y arroz;Perros;Croquetas de pollo y arroz, balanceadas para perros adultos de todas las razas.;8;25.99
82;J4K7L0;Alimento húmedo de carne y vegetales;Perros;Alimento húmedo con carne y vegetales, ideal para una comida completa y sabrosa.;8;18.5
83;M5N8O1;Croquetas para perros senior;Perros;Croquetas para perros senior, formuladas con antioxidantes y menos grasas.;8;29.75
84;P6Q9R2;Alimento sin cereales para perros sensibles;Perros;Alimento sin cereales, indicado para perros con sensibilidad digestiva.;8;34.99
85;S7T0U3;Galletas de salmón y batata;Perros;Galletas de salmón y batata, ricas en omega-3, perfectas como snack saludable.;8;9.99
86;V8W1X4;Croquetas para cachorros;Perros;Croquetas para cachorros, con alto contenido de proteínas y calcio.;8;22.5
87;Y9Z2A5;Alimento húmedo de cordero y arroz;Perros;Alimento húmedo de cordero y arroz, ideal para perros con estómagos sensibles.;8;19.99
88;B0C3D6;Snack dental;Perros;Snack dental que ayuda a limpiar los dientes y a reducir el sarro.;8;12.25
89;E1F4G7;Croquetas de pato y papa;Perros;Croquetas de pato y papa, con proteínas de alta calidad y sin alérgenos comunes.;8;28.99
90;H2I5J8;Alimento orgánico de pollo y vegetales;Perros;Alimento orgánico de pollo y vegetales, libre de conservantes y aditivos.;8;35
91;K3L6M9;Croquetas de salmón y arroz;Gatos;Croquetas de salmón y arroz, ricas en omega-3, para un pelaje sano y brillante.;8;19.99
92;N4O7P0;Alimento húmedo de atún y zanahoria;Gatos;Alimento húmedo con atún y zanahoria, ideal para una dieta balanceada.;8;14.5
93;Q5R8S1;Croquetas para gatos senior;Gatos;Croquetas para gatos senior, con menos grasa y más fibra.;8;24.75
94;T6U9V2;Alimento sin granos para gatos sensibles;Gatos;Alimento sin granos, formulado para gatos con sensibilidad alimentaria.;8;27.99
95;W7X0Y3;Snack de pollo deshidratado;Gatos;Snack de pollo deshidratado, bajo en grasas y con alto contenido de proteínas.;8;6.99
96;Z8A1B4;Croquetas para gatitos;Gatos;Croquetas para gatitos, con vitaminas y minerales para un crecimiento saludable.;8;21.5
97;C9D2E5;Alimento húmedo de pollo y calabaza;Gatos;Alimento húmedo de pollo y calabaza, excelente para la digestión.;8;16.99
98;F0G3H6;Snack dental para gatos;Gatos;Snack dental que ayuda a reducir la placa y el mal aliento.;8;10.5
99;I1J4K7;Croquetas de pavo y arroz integral;Gatos;Croquetas de pavo y arroz integral, con ingredientes de alta calidad.;8;23.75
100;L2M5N8;Alimento orgánico de pescado y vegetales;Gatos;Alimento orgánico de pescado y vegetales, sin aditivos artificiales.;8;30.99
101;O3P6Q9;Correa retráctil;Perros;Correa retráctil de 5 metros, ideal para paseos controlados y seguros.;9;14.99
102;R4S7T0;Arnés acolchado;Perros;Arnés acolchado, diseñado para distribuir la presión y brindar comodidad.;9;18.75
103;U5V8W1;Chaleco reflectante;Perros;Chaleco reflectante para mayor visibilidad en paseos nocturnos.;9;12.5
104;X6Y9Z2;Mochila para perros;Perros;Mochila para perros pequeños, ligera y cómoda para llevar accesorios.;9;24.99
105;A7B0C3;Bandana personalizada;Perros;Bandana personalizada con el nombre del perro, de tela suave y resistente.;9;9.99
106;D8E1F4;Collar con cascabel;Gatos;Collar con cascabel, ajustable y suave, para mayor seguridad en casa.;9;5.99
107;G9H2I5;Fuente de agua automática;Gatos;Fuente de agua automática, con filtro de carbón para mantener el agua fresca.;9;29.99
108;J0K3L6;Arenero cubierto;Gatos;Arenero cubierto, evita que la arena se disperse y controla los olores.;9;34.5
109;M1N4O7;Protector de sofá;Gatos;Protector de sofá, resistente a arañazos y fácil de limpiar.;9;17.75
110;P2Q5R8;Mochila de transporte;Gatos;Mochila de transporte con ventilación, ideal para viajes o visitas al veterinario.;9;39.99
